"taxon_id","no0_median","low_2pnt5pct","low_10pct","high_90pct","high_97pnt5pct","prevalence","f0to2pnt5","f2pnt5to10","f10to90","f90to97pnt5","f97pnt5up","flag_pattern","type_1","category","message","taxon_type","colour_code","description","low","high","id","sample_type"
798,"19.31204614",0.673827961,1.999489392,31.18549197,41.52438592,"62.88659794","ltgreen","ltgreen","green","yellow","red","4","dog","core taxa","unknown","Key","#1d345f","Bacteria belonging to the Prevotella genus help digest
carbohydrates in your pet's diet. They are present in moderate
amounts in most healthy pets, but when they become too
abundant, they are associated with unhealthy levels of
inflammation. Prevotella may even play a role in chronic
conditions like Inflammatory Bowel Disease (IBD). If your pet
has too much Prevotella, consider decreasing or eliminating
simple carbohydrates from their diet. This includes grains,
starches, fruits, and vegetables.",0,50,2,"gut"
778,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5807,"gut"
778,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,672,"gut"
1131,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,988,"gut"
1131,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6099,"gut"
1440,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1296,"gut"
1440,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6407,"gut"
1441,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1297,"gut"
798,"15.8597508",0.713367512,2.524375425,41.11593046,50.54093902,"80.32786885","yellow","ltgreen","green","yellow","red","2","cat","core taxa","unknown","Key","#1d345f","Bacteria belonging to the Prevotella genus help digest
carbohydrates in your pet's diet. They are present in moderate
amounts in most healthy pets, but when they become too
abundant, they are associated with unhealthy levels of
inflammation. Prevotella may even play a role in chronic
conditions like Inflammatory Bowel Disease (IBD). If your pet
has too much Prevotella, consider decreasing or eliminating
simple carbohydrates from their diet. This includes grains,
starches, fruits, and vegetables.",0,60,10,"gut"
1441,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6408,"gut"
1132,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6100,"gut"
1132,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,989,"gut"
779,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,673,"gut"
779,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5808,"gut"
780,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5809,"gut"
780,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,674,"gut"
781,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5810,"gut"
781,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,675,"gut"
1071,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6042,"gut"
1071,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,929,"gut"
200,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,123,"gut"
200,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5281,"gut"
1828,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1682,"gut"
1828,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6793,"gut"
2178,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2030,"gut"
2178,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7141,"gut"
1770,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6735,"gut"
1770,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1624,"gut"
1668,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6634,"gut"
1668,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1523,"gut"
2263,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7225,"gut"
2263,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2114,"gut"
2687,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2499,"gut"
2687,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7610,"gut"
498,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,393,"gut"
498,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5536,"gut"
1246,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6213,"gut"
1246,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1102,"gut"
2180,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2032,"gut"
2180,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7143,"gut"
499,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,394,"gut"
499,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5537,"gut"
500,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,395,"gut"
500,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5538,"gut"
1036,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","#FFCC99","NA",0,0,45,"gut"
1669,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6635,"gut"
1669,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1524,"gut"
68792,"0",0,0,5,10,"0","green","green","green","yellow","red","5","cat","0","0","Other","0","0",0,0,8003,"gut"
68792,"0",0,0,5,10,"0","green","green","green","yellow","red","5","dog","0","0","Other","0","0",0,0,8387,"gut"
501,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","#FFA500","NA",0,0,51,"gut"
1247,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1103,"gut"
1247,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6214,"gut"
1878,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6843,"gut"
1878,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1732,"gut"
502,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,396,"gut"
502,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5539,"gut"
1023,"1.98129903",0.290012843,0.42362093,4.096015188,5.238820377,"90.16393443","red","yellow","green","yellow","red","1","cat","core taxa","unknown","Key","#325b2c","
Bacteria belonging to the Sutterella genus help keep the immune system active, counteracting other types of bacteria that suppress the immune system. Moderate levels keep your pet safe from illness; at the same time, higher levels are associated with digestive issues like diarrhea and food sensitivities.",0,7,78,"gut"
504,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5540,"gut"
504,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,397,"gut"
505,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,398,"gut"
505,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5541,"gut"
1023,"1.50887997",0.457191034,0.76501574,3.70873176,4.859490061,"86.59793814","red","yellow","green","yellow","red","1","dog","core taxa","unknown","Key","#325b2c","
Bacteria belonging to the Sutterella genus help keep the immune system active, counteracting other types of bacteria that suppress the immune system. Moderate levels keep your pet safe from illness; at the same time, higher levels are associated with digestive issues like diarrhea and food sensitivities.",0,7,77,"gut"
359,"1.635676955",0.360115221,0.51289544,6.271196582,8.378804061,"90.72164948","yellow","yellow","green","yellow","red","3","dog","core taxa","unknown","Key","#953d79","Bacteria belonging to the
Lachnospiraceae family possess potent
anti-inflammatory properties and also
help kill pathogens that have entered the
digestive tract. To increase
Lachnospiraceae levels, try adding a
source of dietary fiber like psyllium husk,
inulin, or acacia gum to your pet's diet.",0,10,81,"gut"
359,"1.35640786",0.291293251,0.359926302,3.107202736,3.824944656,"91.80327869","red","yellow","green","yellow","red","1","cat","core taxa","unknown","Key","#953d79","Bacteria belonging to the
Lachnospiraceae family possess potent
anti-inflammatory properties and also
help kill pathogens that have entered the
digestive tract. To increase
Lachnospiraceae levels, try adding a
source of dietary fiber like psyllium husk,
inulin, or acacia gum to your pet's diet.",0,5,82,"gut"
891,"1.00927939",0.316583379,0.427019851,2.217282114,3.386926306,"88.52459016","yellow","ltgreen","green","yellow","red","2","cat","core taxa","unknown","Key","#953d79","Bacteria belonging to the
Lachnospiraceae family possess potent
anti-inflammatory properties and also
help kill pathogens that have entered the
digestive tract. To increase
Lachnospiraceae levels, try adding a
source of dietary fiber like psyllium husk,
inulin, or acacia gum to your pet's diet.",0,5,84,"gut"
733,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,628,"gut"
733,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5764,"gut"
2164,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2017,"gut"
2164,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7128,"gut"
842,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,728,"gut"
842,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5861,"gut"
319,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","bad","Other","#CDB7B5","Enterococcus species, particularly Enterococcus faecalis, are Gram-positive bacterium commonly found in the oral cavity. Members of the Enterococcus group are associated with periodontal disease and infections of the root canal. Some studies suggest that E. faecalis interacts with Porphyromonas gingivalis, another oral pathogen, both of which are associated with advanced periodontal disease. 

",0,0,26,"gut"
319,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","bad","Other","#CDB7B5","Enterococcus species, particularly Enterococcus faecalis, are Gram-positive bacterium commonly found in the oral cavity. Members of the Enterococcus group are associated with periodontal disease and infections of the root canal. Some studies suggest that E. faecalis interacts with Porphyromonas gingivalis, another oral pathogen, both of which are associated with advanced periodontal disease. 

",0,0,280,"gut"
2515,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2366,"gut"
2515,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7477,"gut"
891,"0.692350025",0.25622618,0.365874836,1.911178587,2.764009151,"78.35051546","yellow","yellow","green","yellow","red","3","dog","core taxa","unknown","Key","#953d79","Bacteria belonging to the
Lachnospiraceae family possess potent
anti-inflammatory properties and also
help kill pathogens that have entered the
digestive tract. To increase
Lachnospiraceae levels, try adding a
source of dietary fiber like psyllium husk,
inulin, or acacia gum to your pet's diet.",0,4,83,"gut"
320,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5392,"gut"
320,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,236,"gut"
1934,"0",0,0,0.5,2,"NA","green","green","green","yellow","red","5","dog","Pathobiont","unknown","Other","NA","NA",0,0,6899,"gut"
321,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5393,"gut"
321,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,237,"gut"
1887,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1741,"gut"
1887,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6852,"gut"
1686,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1541,"gut"
1686,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6652,"gut"
1934,"0",0,0,0.5,2,"NA","green","green","green","yellow","red","5","cat","Pathobiont","unknown","Other","NA","NA",0,0,1788,"gut"
489,"0",0,0,0.5,3,"NA","green","green","green","yellow","red","5","dog","Pathobiont","bad","Other","#CDCD00","NA",0,0,21,"gut"
1886,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1740,"gut"
1886,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6851,"gut"
1299,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6266,"gut"
1299,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1155,"gut"
2575,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7537,"gut"
2575,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2426,"gut"
818,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,708,"gut"
818,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5841,"gut"
489,"0",0,0,0.5,3,"NA","green","green","green","yellow","red","5","cat","Pathobiont","bad","Other","#CDCD00","NA",0,0,411,"gut"
2723,"0",0,0,5,10,"0","green","green","green","yellow","red","5","cat","0","0","Other","0","0",0,0,7977,"gut"
2723,"0",0,0,5,10,"0","green","green","green","yellow","red","5","dog","0","0","Other","0","0",0,0,8361,"gut"
1479,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6446,"gut"
1479,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1335,"gut"
927,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,792,"gut"
927,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5920,"gut"
931,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","#EECBAD","NA",0,0,38,"gut"
405,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5452,"gut"
405,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,306,"gut"
399,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","#D6C537","NA",0,0,29,"gut"
926,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","#D6D6D6","NA",0,0,30,"gut"
400,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5448,"gut"
400,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,302,"gut"
1315,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6282,"gut"
1315,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1171,"gut"
1569,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1424,"gut"
835,"0",0,0,0.5,3,"NA","green","green","green","yellow","red","5","dog","Pathobiont","bad","Other","#DB9370","NA",0,0,32,"gut"
1569,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6535,"gut"
401,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5449,"gut"
401,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,303,"gut"
6662,"0",0,0,5,10,"0","green","green","green","yellow","red","5","cat","0","0","Other","0","0",0,0,7862,"gut"
6662,"0",0,0,5,10,"0","green","green","green","yellow","red","5","dog","0","0","Other","0","0",0,0,8246,"gut"
928,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5921,"gut"
928,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,793,"gut"
402,"0",0,0,5,10,"0","green","green","green","yellow","red","5","cat","0","0","Other","0","0",0,0,7902,"gut"
402,"0",0,0,5,10,"0","green","green","green","yellow","red","5","dog","0","0","Other","0","0",0,0,8286,"gut"
930,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5922,"gut"
930,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,794,"gut"
403,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,304,"gut"
403,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5450,"gut"
404,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5451,"gut"
404,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,305,"gut"
1570,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1425,"gut"
1570,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6536,"gut"
932,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5923,"gut"
932,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,795,"gut"
1359,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1215,"gut"
1359,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6326,"gut"
2275,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7237,"gut"
2275,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2126,"gut"
933,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","#FFE7BA","NA",0,0,40,"gut"
933,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","#FFE7BA","NA",0,0,798,"gut"
1218,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6185,"gut"
1218,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1074,"gut"
934,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","#FFE4E1","NA",0,0,41,"gut"
935,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5924,"gut"
935,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,796,"gut"
1153,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6121,"gut"
1153,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1010,"gut"
835,"0",0,0,0.5,3,"NA","green","green","green","yellow","red","5","cat","Pathobiont","bad","Other","#DB9370","NA",0,0,752,"gut"
893,"0",0,0,0.1,2,"NA","green","green","green","yellow","red","5","cat","Pathobiont","bad","Other","#E2DDB5","NA",0,0,748,"gut"
69045,"0",0,0,5,10,"0","green","green","green","yellow","red","5","cat","0","0","Other","0","0",0,0,7979,"gut"
69045,"0",0,0,5,10,"0","green","green","green","yellow","red","5","dog","0","0","Other","0","0",0,0,8363,"gut"
1899,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6864,"gut"
1899,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1753,"gut"
936,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5925,"gut"
936,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,806,"gut"
1219,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1075,"gut"
1219,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6186,"gut"
1571,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6537,"gut"
1571,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1426,"gut"
937,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","#FFE4B5","NA",0,0,42,"gut"
937,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","#FFE4B5","NA",0,0,865,"gut"
938,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","#FFC1C1","NA",0,0,72,"gut"
938,"0",0,0,7,15,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","#FFC1C1","NA",0,0,862,"gut"
406,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,307,"gut"
406,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5453,"gut"
939,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5926,"gut"
939,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,807,"gut"
1220,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6187,"gut"
1220,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1076,"gut"
720,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5752,"gut"
720,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,616,"gut"
1360,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6327,"gut"
1360,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1216,"gut"
407,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5454,"gut"
407,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,308,"gut"
408,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5455,"gut"
408,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,309,"gut"
409,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,310,"gut"
893,"0",0,0,0.2,2,"NA","green","green","green","yellow","red","5","dog","Pathobiont","bad","Other","#E2DDB5","NA",0,0,37,"gut"
409,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5456,"gut"
538,"0",0,0,1,3,"NA","green","green","green","yellow","red","5","cat","Pathobiont","unknown","Other","NA","NA",0,0,435,"gut"
538,"0",0,0,1,3,"NA","green","green","green","yellow","red","5","dog","Pathobiont","unknown","Other","NA","NA",0,0,5572,"gut"
2239,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2090,"gut"
2239,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7201,"gut"
940,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","#FF7F24","NA",0,0,866,"gut"
941,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","#FF7722","NA",0,0,59,"gut"
941,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","#FF7722","NA",0,0,864,"gut"
410,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,311,"gut"
410,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5457,"gut"
